# ['bins', '4_fold', '5_fold', '6_fold', '5_fold_sbp', '5_fold_tbp', '5_fold_SBP', '5_fold_TBP']
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00020	0.00141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00040	0.00501	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00060	0.01143	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00080	0.01582	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00100	0.02537	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00120	0.03602	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00140	0.03790	0.00043	0.00000	0.00000	0.00043	0.00000	0.00043
0.00160	0.04260	0.00086	0.00000	0.00000	0.00086	0.00000	0.00086
0.00180	0.04996	0.00129	0.00000	0.00000	0.00129	0.00000	0.00129
0.00200	0.05482	0.00129	0.00000	0.00000	0.00129	0.00000	0.00129
0.00220	0.06140	0.00086	0.00270	0.00000	0.00086	0.00000	0.00086
0.00240	0.06609	0.00129	0.00000	0.00000	0.00129	0.00000	0.00129
0.00260	0.07173	0.00173	0.00270	0.00000	0.00173	0.00000	0.00173
0.00280	0.07330	0.00129	0.00000	0.00000	0.00129	0.00000	0.00129
0.00300	0.07690	0.00432	0.00000	0.00000	0.00432	0.00000	0.00432
0.00320	0.07627	0.00216	0.00000	0.00000	0.00216	0.00000	0.00216
0.00340	0.08050	0.00690	0.00270	0.00000	0.00690	0.00000	0.00690
0.00360	0.08238	0.00561	0.00000	0.00043	0.00518	0.00043	0.00518
0.00380	0.09147	0.00475	0.00270	0.00000	0.00475	0.00000	0.00475
0.00400	0.08959	0.00863	0.00270	0.00043	0.00820	0.00043	0.00820
0.00420	0.09288	0.00647	0.00270	0.00000	0.00647	0.00000	0.00647
0.00440	0.09429	0.01208	0.00541	0.00043	0.01165	0.00043	0.01165
0.00460	0.09648	0.00993	0.00811	0.00086	0.00906	0.00086	0.00906
0.00480	0.09053	0.01554	0.00811	0.00129	0.01424	0.00129	0.01424
0.00501	0.09209	0.02028	0.01082	0.00173	0.01856	0.00173	0.01856
0.00521	0.09883	0.01295	0.01082	0.00086	0.01208	0.00086	0.01208
0.00541	0.09100	0.01683	0.01352	0.00086	0.01597	0.00086	0.01597
0.00561	0.08943	0.01597	0.02974	0.00086	0.01510	0.00086	0.01510
0.00581	0.09413	0.02028	0.01893	0.00216	0.01812	0.00216	0.01812
0.00601	0.09773	0.02028	0.03245	0.00259	0.01769	0.00259	0.01769
0.00621	0.08849	0.02546	0.03785	0.00173	0.02373	0.00173	0.02373
0.00641	0.09382	0.02589	0.02163	0.00216	0.02373	0.00216	0.02373
0.00661	0.08896	0.03236	0.02163	0.00345	0.02891	0.00345	0.02891
0.00681	0.08520	0.02632	0.04056	0.00302	0.02330	0.00302	0.02330
0.00701	0.08520	0.02503	0.02704	0.00216	0.02287	0.00216	0.02287
0.00721	0.08990	0.03107	0.04326	0.00302	0.02805	0.00302	0.02805
0.00741	0.08144	0.03021	0.05408	0.00432	0.02589	0.00432	0.02589
0.00761	0.08458	0.02805	0.04597	0.00388	0.02417	0.00388	0.02417
0.00781	0.08097	0.03323	0.04326	0.00518	0.02805	0.00518	0.02805
0.00801	0.08254	0.03884	0.05949	0.00302	0.03582	0.00302	0.03582
